speed_kmh,engine_rpm,throttle_pos,coolant_temp,fuel_level,intake_air_temp,label
70.26,2748.0,23.84,82.3,41.5,35.0,NORMAL
75.14,2184.0,24.82,102.3,89.1,28.4,NORMAL
157.88,5088.0,93.67,99.5,15.6,39.6,AGGRESSIVE
122.2,6112.0,69.3,88.5,36.2,27.5,AGGRESSIVE
54.3,3083.0,24.31,93.7,74.1,22.4,NORMAL
22.05,932.0,17.54,92.1,47.4,27.3,SLOW
70.52,2351.0,43.43,92.7,98.4,21.6,NORMAL
30.26,1424.0,9.93,81.7,86.5,50.0,SLOW
34.89,1758.0,7.9,91.2,79.7,28.2,SLOW
75.93,2515.0,30.46,90.7,56.2,30.5,NORMAL
93.23,4599.0,64.52,103.6,62.2,46.1,AGGRESSIVE
68.96,3446.0,20.51,89.4,74.1,23.6,NORMAL
61.14,3454.0,43.96,91.0,28.9,40.3,NORMAL
22.73,1066.0,5.55,87.0,73.5,48.4,SLOW
38.87,904.0,18.7,100.5,41.4,27.0,SLOW
141.37,5054.0,88.44,98.3,39.3,29.4,AGGRESSIVE
98.36,4733.0,96.9,80.1,61.6,44.8,AGGRESSIVE
33.43,1476.0,13.36,93.3,55.6,36.7,SLOW
22.57,934.0,12.19,84.4,95.9,20.6,SLOW
81.39,4607.0,89.32,102.2,73.0,41.9,AGGRESSIVE
22.65,1260.0,13.38,89.4,86.0,26.3,SLOW
32.22,1521.0,6.38,102.7,93.6,31.8,SLOW
103.6,4938.0,63.07,102.1,45.7,37.5,AGGRESSIVE
97.98,4466.0,67.78,90.6,90.3,45.7,AGGRESSIVE
20.24,865.0,14.63,102.5,72.2,42.2,SLOW
70.71,3144.0,34.09,101.8,89.5,36.5,NORMAL
90.66,4694.0,74.54,104.6,19.9,40.0,AGGRESSIVE
28.4,1078.0,18.97,84.4,48.2,35.5,SLOW
21.5,826.0,15.47,92.3,95.0,37.7,SLOW
157.99,4445.0,92.39,103.2,78.2,24.4,AGGRESSIVE
142.29,6342.0,73.12,104.5,61.5,48.1,AGGRESSIVE
38.42,1575.0,5.97,96.9,52.2,37.6,SLOW
39.36,821.0,6.29,95.4,60.1,32.4,SLOW
74.36,2432.0,43.0,91.2,18.1,21.8,NORMAL
76.65,2707.0,20.91,90.8,58.2,23.5,NORMAL
145.29,4519.0,84.35,103.9,94.3,23.7,AGGRESSIVE
118.52,4720.0,63.74,103.7,32.8,30.9,AGGRESSIVE
22.56,1125.0,9.19,89.9,43.9,26.6,SLOW
149.05,6170.0,68.07,96.0,44.2,50.0,AGGRESSIVE
75.48,3255.0,43.55,94.4,59.7,22.4,NORMAL
21.26,1691.0,18.68,100.8,18.8,42.2,SLOW
112.81,4653.0,94.53,92.1,80.8,28.0,AGGRESSIVE
102.95,6465.0,66.37,87.6,25.3,42.9,AGGRESSIVE
46.3,3335.0,39.59,85.1,80.5,25.6,NORMAL
93.77,5394.0,99.62,98.0,66.4,35.2,AGGRESSIVE
77.01,2599.0,47.94,88.8,52.4,36.3,NORMAL
22.19,1626.0,10.31,94.0,57.8,28.1,SLOW
43.66,3301.0,33.61,88.2,83.1,22.3,NORMAL
87.62,3813.0,63.07,82.7,71.4,35.9,AGGRESSIVE
27.64,1596.0,19.43,89.7,62.7,46.9,SLOW
47.18,3070.0,47.28,105.0,24.1,44.1,NORMAL
157.77,3955.0,82.65,92.4,16.5,48.6,AGGRESSIVE
50.41,2941.0,21.73,92.4,22.0,39.7,NORMAL
128.99,5600.0,84.19,92.2,43.5,43.0,AGGRESSIVE
63.88,2263.0,40.79,89.7,35.2,40.3,NORMAL
26.87,1449.0,10.95,97.1,46.8,26.9,SLOW
32.35,1615.0,8.57,94.5,49.2,26.9,SLOW
22.26,1850.0,16.8,88.8,28.2,20.4,SLOW
71.16,2527.0,36.1,87.7,31.0,44.7,NORMAL
77.41,2393.0,23.55,94.5,84.0,26.0,NORMAL
94.27,5018.0,61.26,99.4,86.8,43.3,AGGRESSIVE
20.26,1930.0,17.91,84.6,31.0,20.4,SLOW
41.36,2484.0,35.79,80.4,52.0,21.5,NORMAL
140.68,4870.0,65.75,91.6,81.3,28.4,AGGRESSIVE
92.17,4587.0,91.14,103.5,67.6,37.5,AGGRESSIVE
23.71,1496.0,19.58,104.4,57.8,21.1,SLOW
150.33,6204.0,64.16,101.2,34.1,32.3,AGGRESSIVE
119.51,4945.0,88.09,96.1,78.4,30.0,AGGRESSIVE
137.99,5221.0,90.43,98.3,93.1,22.5,AGGRESSIVE
33.02,938.0,16.63,93.6,34.6,40.5,SLOW
108.95,5694.0,65.97,100.8,94.6,39.6,AGGRESSIVE
73.11,2988.0,45.49,88.5,90.0,45.4,NORMAL
82.83,3712.0,78.62,96.0,38.1,44.5,AGGRESSIVE
50.41,3161.0,38.56,93.8,19.7,40.3,NORMAL
39.63,967.0,16.98,95.4,17.3,27.1,SLOW
36.25,903.0,6.4,96.0,51.6,41.8,SLOW
113.53,4532.0,92.28,80.2,24.6,47.1,AGGRESSIVE
53.0,3178.0,36.97,93.7,43.0,25.1,NORMAL
74.05,2962.0,45.49,97.9,36.4,49.5,NORMAL
40.94,2051.0,45.51,91.8,84.2,20.6,NORMAL
137.04,3599.0,68.53,97.8,25.3,27.1,AGGRESSIVE
105.68,4910.0,87.81,88.6,44.0,41.5,AGGRESSIVE
44.91,2465.0,26.34,82.9,94.9,37.8,NORMAL
33.16,1960.0,14.73,88.6,19.6,33.9,SLOW
20.55,1025.0,13.58,88.3,93.7,43.1,SLOW
20.44,874.0,15.72,98.3,27.2,38.4,SLOW
37.22,1248.0,5.14,82.2,31.6,30.9,SLOW
39.3,1290.0,12.82,102.3,90.0,35.7,SLOW
60.32,2106.0,22.61,84.9,59.6,34.4,NORMAL
66.55,3162.0,41.56,84.2,29.8,42.3,NORMAL
95.99,4788.0,64.49,96.7,11.3,34.4,AGGRESSIVE
40.69,2465.0,39.66,91.4,41.2,48.6,NORMAL
55.2,3405.0,31.56,91.4,31.8,25.2,NORMAL
38.31,1548.0,10.72,96.5,49.6,22.0,SLOW
109.76,4953.0,71.42,94.3,71.7,33.2,AGGRESSIVE
129.18,3765.0,74.27,97.1,90.5,38.5,AGGRESSIVE
72.13,2594.0,24.35,99.8,26.4,32.0,NORMAL
155.97,4892.0,73.52,93.1,63.8,32.8,AGGRESSIVE
53.57,3325.0,49.9,82.0,79.7,34.2,NORMAL
68.75,3465.0,42.53,104.7,29.2,33.8,NORMAL
33.89,1807.0,10.73,104.7,25.5,39.1,SLOW
68.97,2288.0,21.92,100.0,69.0,22.0,NORMAL
49.78,2561.0,24.2,84.5,14.2,23.9,NORMAL
33.58,1480.0,17.25,102.9,24.3,32.1,SLOW
97.87,3650.0,65.53,100.0,44.8,36.3,AGGRESSIVE
91.18,6081.0,80.15,100.4,73.4,31.3,AGGRESSIVE
130.51,4066.0,75.72,103.4,36.6,48.5,AGGRESSIVE
121.51,6208.0,89.42,82.9,58.3,37.6,AGGRESSIVE
138.32,4328.0,83.67,104.6,76.8,37.4,AGGRESSIVE
86.72,4435.0,98.68,101.5,67.9,35.7,AGGRESSIVE
92.28,5459.0,63.14,100.1,76.1,35.2,AGGRESSIVE
35.42,1391.0,13.51,98.9,61.3,46.8,SLOW
34.4,806.0,8.53,103.1,26.3,38.5,SLOW
33.95,1950.0,18.16,103.5,82.4,46.4,SLOW
99.79,5589.0,61.32,90.0,64.3,37.0,AGGRESSIVE
128.84,3702.0,77.62,85.8,43.1,30.8,AGGRESSIVE
30.68,961.0,10.73,86.8,83.6,40.3,SLOW
129.33,6106.0,68.71,96.0,56.3,49.8,AGGRESSIVE
56.83,2321.0,34.96,102.8,93.4,42.1,NORMAL
38.75,1071.0,8.28,94.2,54.6,35.7,SLOW
23.22,1554.0,12.27,102.5,41.2,26.5,SLOW
44.08,2845.0,30.55,97.1,84.1,44.8,NORMAL
43.09,2798.0,28.29,99.0,31.0,49.7,NORMAL
150.32,4921.0,75.36,86.5,42.7,28.2,AGGRESSIVE
30.49,813.0,9.49,100.8,55.0,48.4,SLOW
21.25,1705.0,18.8,98.4,23.6,29.8,SLOW
47.89,3342.0,34.08,82.3,86.7,44.4,NORMAL
101.25,6065.0,87.11,90.3,28.9,26.4,AGGRESSIVE
115.48,4086.0,92.3,83.3,42.2,21.3,AGGRESSIVE
85.24,4337.0,72.79,93.8,83.9,39.7,AGGRESSIVE
144.7,4478.0,91.9,89.3,19.8,26.2,AGGRESSIVE
126.89,4650.0,99.4,93.1,57.3,35.2,AGGRESSIVE
132.5,3585.0,63.09,88.5,87.0,31.4,AGGRESSIVE
72.71,2738.0,23.34,94.7,15.8,39.2,NORMAL
21.21,1712.0,5.28,93.6,85.6,30.7,SLOW
139.31,4787.0,67.37,100.1,77.8,35.6,AGGRESSIVE
25.75,818.0,12.04,87.6,42.5,41.3,SLOW
90.28,4136.0,81.88,95.6,46.6,32.1,AGGRESSIVE
28.53,1776.0,8.74,91.5,79.3,27.1,SLOW
39.74,1081.0,10.97,92.1,64.0,23.8,SLOW
116.68,3938.0,93.4,84.4,72.3,49.6,AGGRESSIVE
25.08,1041.0,11.77,99.5,87.4,28.1,SLOW
39.64,1561.0,16.05,81.0,17.7,36.2,SLOW
59.7,2596.0,28.38,91.5,88.5,33.9,NORMAL
110.67,4772.0,60.35,101.8,75.0,40.2,AGGRESSIVE
94.01,4422.0,69.48,94.1,52.0,28.9,AGGRESSIVE
99.94,3687.0,73.9,104.1,20.2,25.3,AGGRESSIVE
26.01,1852.0,16.19,84.5,68.6,45.9,SLOW
22.92,1576.0,12.11,95.0,15.0,47.0,SLOW
35.73,1615.0,19.21,93.8,16.3,43.0,SLOW
38.3,1116.0,15.0,85.4,43.2,33.3,SLOW
66.73,2540.0,39.99,85.5,58.6,31.7,NORMAL
36.5,1530.0,11.95,101.1,27.3,46.6,SLOW
29.39,922.0,8.59,85.6,81.7,37.3,SLOW
157.26,4705.0,90.73,103.1,59.2,32.3,AGGRESSIVE
136.46,4024.0,90.51,103.7,48.2,48.7,AGGRESSIVE
145.21,5246.0,88.51,92.9,18.5,37.4,AGGRESSIVE
79.72,2607.0,35.72,81.5,32.9,38.5,NORMAL
29.03,1709.0,9.88,98.0,62.0,46.2,SLOW
41.32,2999.0,20.63,88.4,17.8,20.3,NORMAL
102.7,3717.0,78.97,85.6,17.3,25.9,AGGRESSIVE
151.44,6260.0,97.71,84.9,41.4,30.8,AGGRESSIVE
149.0,6371.0,97.57,89.2,18.6,39.2,AGGRESSIVE
25.97,877.0,7.47,86.0,39.7,24.9,SLOW
25.85,1764.0,18.81,80.7,68.6,44.6,SLOW
98.69,5886.0,98.3,89.8,41.5,44.1,AGGRESSIVE
31.88,1315.0,10.74,92.5,10.5,24.2,SLOW
156.79,4394.0,76.69,99.3,51.9,37.4,AGGRESSIVE
128.71,4198.0,82.26,98.6,82.5,49.2,AGGRESSIVE
31.58,1602.0,12.98,91.5,66.4,24.4,SLOW
36.19,846.0,12.9,102.6,96.7,33.4,SLOW
77.58,2467.0,48.09,81.0,12.4,35.2,NORMAL
40.2,2479.0,23.09,90.6,82.8,39.1,NORMAL
136.65,4853.0,67.4,85.0,12.1,26.2,AGGRESSIVE
51.5,3418.0,38.64,87.7,92.5,28.0,NORMAL
22.89,1341.0,13.22,99.6,26.9,32.7,SLOW
63.83,2356.0,20.12,97.5,13.7,36.9,NORMAL
149.48,5490.0,70.05,92.1,67.9,39.8,AGGRESSIVE
131.12,6057.0,60.07,104.7,63.5,21.5,AGGRESSIVE
81.9,4246.0,89.41,88.1,69.2,30.9,AGGRESSIVE
50.94,2240.0,45.44,91.8,75.8,44.8,NORMAL
65.76,2284.0,37.49,102.5,72.9,41.9,NORMAL
28.18,843.0,14.76,90.8,19.2,29.1,SLOW
37.69,976.0,9.08,86.1,64.9,24.7,SLOW
95.07,6270.0,89.33,82.3,93.1,34.3,AGGRESSIVE
141.89,4162.0,94.79,86.0,74.5,20.8,AGGRESSIVE
118.12,4103.0,68.67,96.2,14.3,34.7,AGGRESSIVE
101.21,4204.0,83.05,96.5,23.7,22.5,AGGRESSIVE
42.9,2862.0,26.17,84.0,95.2,29.0,NORMAL
98.66,4390.0,66.27,98.5,39.7,45.2,AGGRESSIVE
57.11,2245.0,42.6,80.6,81.8,28.1,NORMAL
105.75,4542.0,72.95,91.4,46.1,38.2,AGGRESSIVE
59.78,2035.0,48.01,99.0,27.4,40.2,NORMAL
56.06,2664.0,25.31,84.7,35.2,33.1,NORMAL
50.75,2109.0,35.39,95.9,72.4,31.1,NORMAL
34.4,1944.0,17.5,87.2,86.0,24.3,SLOW
78.87,2713.0,21.06,81.7,36.0,47.5,NORMAL
37.53,1727.0,6.48,102.0,89.1,22.0,SLOW
139.62,4316.0,76.93,98.4,88.4,35.8,AGGRESSIVE
157.94,4235.0,72.81,87.4,48.3,49.5,AGGRESSIVE
48.93,2882.0,30.2,89.1,19.7,21.3,NORMAL
51.39,2342.0,39.94,100.5,16.2,35.5,NORMAL
37.78,1956.0,7.38,90.9,40.7,20.2,SLOW
102.27,4501.0,69.31,103.4,58.8,45.2,AGGRESSIVE
126.87,4348.0,73.06,85.3,90.4,28.5,AGGRESSIVE
58.81,3096.0,42.59,93.6,39.6,35.4,NORMAL
21.36,1735.0,16.23,85.0,99.2,37.7,SLOW
23.66,1068.0,11.94,95.0,55.1,42.8,SLOW
44.56,2494.0,34.16,84.4,70.7,37.8,NORMAL
120.97,3642.0,66.07,103.6,61.4,47.8,AGGRESSIVE
89.99,5492.0,95.0,83.9,44.6,46.8,AGGRESSIVE
25.09,1978.0,12.23,82.5,76.3,41.2,SLOW
135.82,4610.0,94.16,83.4,31.3,27.4,AGGRESSIVE
40.43,2423.0,40.66,94.8,84.2,31.2,NORMAL
78.0,2021.0,38.09,92.3,31.4,21.4,NORMAL
129.16,4717.0,70.58,88.1,56.4,39.8,AGGRESSIVE
58.05,2092.0,40.01,82.1,12.5,36.3,NORMAL
21.27,1649.0,17.79,95.4,95.8,24.4,SLOW
52.48,2754.0,43.68,82.7,16.6,34.9,NORMAL
22.76,1273.0,17.94,92.0,82.4,48.3,SLOW
29.55,1531.0,13.59,84.3,16.7,34.9,SLOW
104.31,5822.0,78.37,86.8,57.1,23.1,AGGRESSIVE
137.24,4834.0,96.04,82.6,63.4,44.1,AGGRESSIVE
66.92,3172.0,49.34,91.3,95.5,21.5,NORMAL
93.87,3892.0,84.37,100.2,19.8,48.6,AGGRESSIVE
65.04,2829.0,30.74,104.3,65.2,23.9,NORMAL
30.61,1259.0,6.13,95.3,65.5,42.1,SLOW
93.87,4245.0,76.27,99.9,76.2,23.7,AGGRESSIVE
54.85,2182.0,45.68,98.0,22.6,40.0,NORMAL
79.43,3239.0,40.16,99.1,96.9,27.9,NORMAL
120.29,6001.0,95.67,95.2,34.3,21.9,AGGRESSIVE
31.25,1888.0,7.04,88.4,32.9,48.7,SLOW
51.07,3313.0,34.99,99.3,61.7,38.9,NORMAL
23.88,1109.0,16.37,91.3,59.2,35.7,SLOW
21.0,1365.0,7.96,87.0,69.6,26.1,SLOW
27.79,858.0,17.7,101.8,51.3,24.3,SLOW
40.6,2130.0,34.21,100.9,13.2,21.3,NORMAL
151.71,4764.0,65.23,96.3,95.5,20.5,AGGRESSIVE
126.54,6323.0,82.33,90.5,68.4,42.0,AGGRESSIVE
69.19,3032.0,28.57,99.3,62.3,37.0,NORMAL
35.63,1257.0,14.44,91.6,79.6,48.3,SLOW
39.01,1983.0,10.41,83.4,69.2,28.5,SLOW
66.46,2405.0,35.66,88.9,32.5,21.1,NORMAL
26.8,1988.0,9.59,80.4,42.0,44.3,SLOW
48.65,2394.0,33.72,104.2,46.1,37.2,NORMAL
98.7,6419.0,90.85,104.3,22.6,46.5,AGGRESSIVE
111.72,3810.0,87.36,97.8,68.8,44.6,AGGRESSIVE
43.11,3213.0,45.9,101.7,13.9,48.7,NORMAL
23.51,1895.0,9.41,89.5,21.9,21.3,SLOW
133.52,3870.0,90.68,101.3,21.9,46.6,AGGRESSIVE
31.38,1780.0,18.5,80.0,69.7,22.8,SLOW
38.64,1652.0,9.08,101.8,84.1,37.5,SLOW
137.7,5388.0,66.19,100.5,78.3,21.4,AGGRESSIVE
64.64,3273.0,23.78,101.0,87.7,37.9,NORMAL
47.02,2764.0,32.08,96.3,41.9,28.3,NORMAL
152.76,4411.0,95.98,101.0,60.0,24.7,AGGRESSIVE
72.99,2973.0,41.69,94.3,78.9,23.5,NORMAL
20.97,887.0,10.46,80.9,92.1,31.9,SLOW
44.91,3224.0,35.56,83.2,15.5,21.3,NORMAL
109.38,4315.0,96.92,80.2,19.6,46.6,AGGRESSIVE
149.33,5663.0,93.15,88.7,73.5,29.4,AGGRESSIVE
42.21,3194.0,28.57,80.7,85.7,26.0,NORMAL
39.59,1663.0,14.71,97.4,68.3,35.2,SLOW
92.27,4542.0,68.53,95.2,94.0,45.7,AGGRESSIVE
34.73,1015.0,17.98,85.2,82.9,28.5,SLOW
22.51,928.0,7.8,89.3,85.8,28.9,SLOW
72.72,3300.0,23.16,82.2,59.7,26.7,NORMAL
61.93,2180.0,41.35,85.1,67.8,25.8,NORMAL
142.4,4457.0,70.43,105.0,76.0,46.2,AGGRESSIVE
23.14,1108.0,19.89,97.0,26.6,42.5,SLOW
42.33,2131.0,28.0,86.9,24.9,31.6,NORMAL
82.03,5719.0,93.46,94.3,95.7,32.7,AGGRESSIVE
53.65,3160.0,36.45,101.1,97.7,27.5,NORMAL
56.06,2031.0,33.83,89.0,11.5,30.6,NORMAL
118.02,5044.0,79.85,87.7,39.8,38.7,AGGRESSIVE
80.59,6365.0,73.12,90.7,24.2,36.6,AGGRESSIVE
119.91,3897.0,66.97,89.1,13.3,27.7,AGGRESSIVE
60.13,2220.0,26.34,88.8,76.9,46.7,NORMAL
69.34,2843.0,35.92,91.4,26.4,37.6,NORMAL
95.18,6116.0,87.63,93.2,80.1,30.5,AGGRESSIVE
40.59,2776.0,24.9,86.0,43.5,28.4,NORMAL
133.85,3963.0,84.03,89.3,15.1,34.5,AGGRESSIVE
36.55,1508.0,7.43,85.3,93.5,40.1,SLOW
95.79,3927.0,74.03,90.1,47.9,41.9,AGGRESSIVE
115.54,4031.0,78.75,87.6,88.2,47.6,AGGRESSIVE
85.77,5681.0,94.39,90.3,42.1,28.1,AGGRESSIVE
129.99,4112.0,77.71,97.7,67.5,33.8,AGGRESSIVE
157.29,5297.0,73.78,81.1,84.0,43.8,AGGRESSIVE
133.81,4184.0,62.4,94.3,67.8,37.6,AGGRESSIVE
117.8,5129.0,82.62,87.8,50.7,32.7,AGGRESSIVE
75.19,3364.0,37.67,95.0,33.2,42.0,NORMAL
78.64,2626.0,38.21,83.8,59.2,40.8,NORMAL
107.59,3579.0,92.98,82.4,30.8,43.8,AGGRESSIVE
38.95,1777.0,19.29,96.1,75.5,46.5,SLOW
64.52,2383.0,24.55,103.0,52.4,40.9,NORMAL
65.48,2284.0,36.8,90.4,51.1,29.2,NORMAL
95.61,4599.0,94.79,97.9,68.1,27.6,AGGRESSIVE
22.09,1871.0,8.33,96.6,64.2,31.6,SLOW
105.41,5666.0,97.09,85.2,92.5,31.6,AGGRESSIVE
110.57,5893.0,88.2,84.9,71.0,25.7,AGGRESSIVE
28.39,1667.0,9.85,104.1,72.5,42.0,SLOW
99.76,4580.0,78.96,89.2,60.5,24.9,AGGRESSIVE
103.17,3940.0,63.99,98.3,13.7,30.5,AGGRESSIVE
108.21,4833.0,68.87,92.0,35.4,28.3,AGGRESSIVE
73.89,3362.0,27.99,82.5,60.0,27.4,NORMAL
159.2,3939.0,61.55,93.0,90.5,34.3,AGGRESSIVE
93.82,5099.0,71.13,82.6,86.7,38.2,AGGRESSIVE
79.08,2839.0,47.02,100.6,24.0,26.6,NORMAL
108.26,5831.0,98.99,103.4,78.3,25.2,AGGRESSIVE
135.44,6071.0,77.26,81.2,79.8,48.6,AGGRESSIVE
25.5,1618.0,19.78,84.5,48.4,49.0,SLOW
37.81,808.0,8.26,80.6,31.3,23.1,SLOW
73.55,2251.0,28.35,89.2,11.9,27.7,NORMAL
47.85,3221.0,43.66,82.1,51.3,44.1,NORMAL
146.54,5473.0,97.52,91.1,36.3,44.1,AGGRESSIVE
68.69,2993.0,23.43,100.3,33.1,26.4,NORMAL
150.57,6494.0,63.19,100.7,74.4,36.0,AGGRESSIVE
46.32,2901.0,36.8,87.2,91.3,27.4,NORMAL
37.77,1486.0,19.69,104.4,21.5,40.9,SLOW
28.98,1623.0,7.68,104.3,77.0,43.9,SLOW
32.73,1223.0,12.37,83.4,69.4,39.6,SLOW
119.27,6285.0,98.74,100.6,73.4,22.6,AGGRESSIVE
129.48,3820.0,61.66,100.4,42.6,35.6,AGGRESSIVE
140.1,3539.0,73.82,104.9,99.5,22.1,AGGRESSIVE
101.13,3655.0,94.28,99.5,75.5,32.3,AGGRESSIVE
155.3,6392.0,61.91,90.5,94.4,30.5,AGGRESSIVE
22.53,920.0,17.56,99.8,24.2,38.5,SLOW
53.42,2411.0,25.09,88.4,15.6,45.0,NORMAL
51.76,2234.0,31.95,103.1,71.4,37.6,NORMAL
22.0,1751.0,7.31,98.3,49.9,27.3,SLOW
125.27,4808.0,92.38,85.2,38.5,28.9,AGGRESSIVE
136.81,3720.0,71.31,96.3,11.0,45.2,AGGRESSIVE
79.63,3130.0,49.39,91.3,11.2,49.8,NORMAL
37.44,813.0,15.19,99.7,15.6,33.2,SLOW
119.77,5380.0,86.75,101.3,99.2,41.7,AGGRESSIVE
65.58,2040.0,31.78,101.6,35.9,21.2,NORMAL
39.39,1503.0,19.02,103.8,69.6,45.5,SLOW
29.4,1721.0,13.25,98.1,57.6,36.7,SLOW
38.11,1874.0,6.73,81.0,61.1,30.5,SLOW
68.97,2886.0,29.33,94.6,84.2,33.4,NORMAL
23.65,1605.0,16.89,90.9,31.9,27.3,SLOW
35.7,1592.0,19.93,101.5,36.9,28.4,SLOW
76.0,2558.0,37.95,86.9,74.4,35.0,NORMAL
66.3,2719.0,44.19,100.4,73.4,23.5,NORMAL
69.01,3305.0,43.15,92.8,27.8,30.5,NORMAL
109.85,5728.0,77.26,95.9,94.5,30.7,AGGRESSIVE
27.3,1853.0,16.48,99.6,30.4,24.9,SLOW
23.93,1942.0,13.45,81.6,80.3,23.6,SLOW
95.49,3859.0,92.35,93.7,66.1,39.2,AGGRESSIVE
67.2,2403.0,39.64,92.3,71.2,48.9,NORMAL
127.99,4807.0,61.86,92.7,20.6,23.9,AGGRESSIVE
26.81,1957.0,19.19,100.8,11.8,48.0,SLOW
26.56,1605.0,19.83,100.3,96.8,38.2,SLOW
26.7,1126.0,5.57,81.7,15.4,24.0,SLOW
28.71,1190.0,16.04,98.1,75.2,42.9,SLOW
70.36,3188.0,35.62,90.2,20.9,40.7,NORMAL
100.42,5454.0,99.64,97.3,72.6,26.8,AGGRESSIVE
150.99,4317.0,67.9,82.2,51.4,41.1,AGGRESSIVE
44.34,3032.0,49.6,96.7,30.5,42.7,NORMAL
143.43,6124.0,71.76,95.1,60.6,23.3,AGGRESSIVE
34.33,1292.0,18.86,91.4,69.7,32.8,SLOW
55.86,2163.0,46.27,82.7,78.7,37.5,NORMAL
74.38,2615.0,27.2,97.6,38.2,43.1,NORMAL
108.84,5814.0,70.55,89.2,80.0,31.5,AGGRESSIVE
23.45,1526.0,14.37,99.8,30.5,28.9,SLOW
29.37,993.0,15.73,103.2,85.0,34.8,SLOW
41.23,2440.0,22.18,84.8,41.3,44.4,NORMAL
36.98,1954.0,15.44,103.0,72.0,28.7,SLOW
139.01,4388.0,83.17,83.9,81.9,46.3,AGGRESSIVE
36.29,1242.0,18.06,86.6,88.3,32.0,SLOW
21.55,994.0,16.32,89.4,23.5,46.2,SLOW
21.9,1839.0,19.88,80.3,52.1,43.3,SLOW
71.51,2345.0,36.55,96.1,13.9,29.4,NORMAL
28.65,1108.0,8.9,104.5,28.6,30.4,SLOW
77.53,2866.0,49.83,94.5,62.9,39.6,NORMAL
146.89,5211.0,98.38,103.5,73.1,40.2,AGGRESSIVE
41.76,2844.0,43.04,81.7,52.4,39.9,NORMAL
91.77,4074.0,63.26,94.3,34.8,35.8,AGGRESSIVE
85.4,3942.0,70.11,95.5,68.7,49.3,AGGRESSIVE
68.6,2510.0,23.64,102.5,31.3,47.1,NORMAL
23.68,1862.0,15.84,89.1,40.0,37.1,SLOW
134.66,5644.0,98.98,89.4,37.6,47.5,AGGRESSIVE
38.76,1905.0,7.91,82.8,96.8,22.1,SLOW
25.18,930.0,13.17,100.7,12.7,36.2,SLOW
42.96,3449.0,29.55,104.2,78.4,46.1,NORMAL
115.11,6333.0,64.52,105.0,41.4,47.9,AGGRESSIVE
58.61,2088.0,48.61,91.9,19.6,24.2,NORMAL
120.2,3504.0,98.95,95.6,49.0,37.5,AGGRESSIVE
29.75,1092.0,5.88,102.7,73.1,27.8,SLOW
74.54,2450.0,40.59,100.8,41.7,48.1,NORMAL
65.85,2797.0,42.22,83.0,60.4,37.8,NORMAL
71.34,2844.0,25.06,89.6,57.4,29.8,NORMAL
111.27,5217.0,77.05,89.8,61.9,25.0,AGGRESSIVE
73.18,2710.0,29.02,94.6,33.3,22.4,NORMAL
67.83,2314.0,32.82,86.3,10.6,22.5,NORMAL
63.69,2950.0,46.05,84.3,79.0,20.7,NORMAL
85.21,3704.0,67.68,103.4,60.4,41.5,AGGRESSIVE
67.46,2146.0,38.69,86.2,15.4,42.6,NORMAL
36.94,1297.0,6.34,80.4,66.5,41.7,SLOW
84.68,4603.0,77.31,84.7,60.3,26.1,AGGRESSIVE
87.1,4939.0,61.41,95.0,55.1,30.8,AGGRESSIVE
50.86,2884.0,24.91,104.4,52.5,28.5,NORMAL
81.56,3850.0,97.45,102.2,44.4,42.4,AGGRESSIVE
64.34,3096.0,25.33,93.2,79.2,30.2,NORMAL
132.42,4580.0,60.35,90.1,19.3,33.1,AGGRESSIVE
111.73,3512.0,72.61,95.0,82.3,49.4,AGGRESSIVE
64.11,3430.0,35.88,84.0,58.8,25.0,NORMAL
24.9,1693.0,9.98,100.8,36.5,24.0,SLOW
42.97,3348.0,33.15,86.8,69.8,36.3,NORMAL
27.06,1141.0,11.22,96.9,53.3,36.3,SLOW
79.46,2040.0,22.07,89.4,60.3,28.7,NORMAL
106.42,5008.0,87.98,87.8,43.0,26.4,AGGRESSIVE
71.43,2193.0,39.72,94.0,30.2,34.8,NORMAL
156.5,3551.0,95.65,99.7,29.7,48.6,AGGRESSIVE
151.52,5249.0,91.06,89.6,31.4,44.5,AGGRESSIVE
40.89,3156.0,40.12,96.3,90.2,46.4,NORMAL
82.14,3762.0,86.55,88.3,43.5,46.4,AGGRESSIVE
29.33,1584.0,12.69,93.0,96.8,43.1,SLOW
77.18,2641.0,31.04,92.0,76.3,20.6,NORMAL
22.2,1612.0,7.61,103.2,87.0,48.5,SLOW
48.45,2918.0,27.02,101.7,50.9,45.2,NORMAL
20.26,1567.0,16.49,92.9,12.9,23.2,SLOW
159.03,5339.0,64.16,82.6,65.8,21.1,AGGRESSIVE
62.14,2724.0,45.18,83.8,65.3,20.6,NORMAL
71.76,3433.0,39.18,100.4,54.6,41.8,NORMAL
37.52,1082.0,11.05,93.9,31.7,22.6,SLOW
20.56,1716.0,6.17,85.1,81.2,41.9,SLOW
149.2,4836.0,82.56,91.2,84.3,48.7,AGGRESSIVE
133.54,5244.0,87.85,97.9,51.3,21.0,AGGRESSIVE
122.08,5595.0,73.39,80.6,25.2,28.8,AGGRESSIVE
85.97,3998.0,71.18,93.4,71.7,23.4,AGGRESSIVE
100.55,5030.0,81.92,99.2,79.6,35.5,AGGRESSIVE
29.63,1594.0,10.19,84.5,39.8,38.8,SLOW
